San Diego St Aztecs,team://ncaa_baseball/san_diego_st_aztecs,/ncaa_baseball/san_diego_st_aztecs
San Diego Toreros,team://ncaa_baseball/san_diego_toreros,/ncaa_baseball/san_diego_toreros
San Francisco Dons,team://ncaa_baseball/san_francisco_dons,/ncaa_baseball/san_francisco_dons
San Jose St Spartans,team://ncaa_baseball/san_jose_st_spartans,/ncaa_baseball/san_jose_st_spartans
Santa Clara Broncos,team://ncaa_baseball/santa_clara_broncos,/ncaa_baseball/santa_clara_broncos
Savannah St Tigers,team://ncaa_baseball/savannah_st_tigers,/ncaa_baseball/savannah_st_tigers
SE Louisiana Lions,team://ncaa_baseball/se_louisiana_lions,/ncaa_baseball/se_louisiana_lions
SE Missouri Redhawks,team://ncaa_baseball/se_missouri_redhawks,/ncaa_baseball/se_missouri_redhawks
Seton Hall Pirates,team://ncaa_baseball/seton_hall_pirates,/ncaa_baseball/seton_hall_pirates
Siena Saints,team://ncaa_baseball/siena_saints,/ncaa_baseball/siena_saints
So Dakota St Jackrabbits,team://ncaa_baseball/so_dakota_st_jackrabbits,/ncaa_baseball/so_dakota_st_jackrabbits
South Alabama,team://ncaa_baseball/south_alabama,/ncaa_baseball/south_alabama
South Alabama Jaguars,team://ncaa_baseball/south_alabama_jaguars,/ncaa_baseball/south_alabama_jaguars
South Carolina Gamecocks,team://ncaa_baseball/south_carolina_gamecocks,/ncaa_baseball/south_carolina_gamecocks
Southern Illinois Salukis,team://ncaa_baseball/southern_illinois_salukis,/ncaa_baseball/southern_illinois_salukis
Southern Jaguars,team://ncaa_baseball/southern_jaguars,/ncaa_baseball/southern_jaguars
Southern Miss Golden Eagles,team://ncaa_baseball/southern_miss_golden_eagles,/ncaa_baseball/southern_miss_golden_eagles
Southern Utah Thunderbirds,team://ncaa_baseball/southern_utah_thunderbirds,/ncaa_baseball/southern_utah_thunderbirds
South Florida Bulls,team://ncaa_baseball/south_florida_bulls,/ncaa_baseball/south_florida_bulls
Stanford Cardinal,team://ncaa_baseball/stanford_cardinal,/ncaa_baseball/stanford_cardinal
St Bonaventure Bonnies,team://ncaa_baseball/st_bonaventure_bonnies,/ncaa_baseball/st_bonaventure_bonnies
Stephen F Austin Lumberjacks,team://ncaa_baseball/stephen_f_austin_lumberjacks,/ncaa_baseball/stephen_f_austin_lumberjacks
Stetson Hatters,team://ncaa_baseball/stetson_hatters,/ncaa_baseball/stetson_hatters
St Francis NY Terriers,team://ncaa_baseball/st_francis_ny_terriers,/ncaa_baseball/st_francis_ny_terriers
St Johns Red Storm,team://ncaa_baseball/st_johns_red_storm,/ncaa_baseball/st_johns_red_storm
St Josephs Hawks,team://ncaa_baseball/st_josephs_hawks,/ncaa_baseball/st_josephs_hawks
St Louis,team://ncaa_baseball/st_louis,/ncaa_baseball/st_louis
St Louis Billikens,team://ncaa_baseball/st_louis_billikens,/ncaa_baseball/st_louis_billikens
St Marys CA,team://ncaa_baseball/st_marys_ca,/ncaa_baseball/st_marys_ca
St Marys CA Gaels,team://ncaa_baseball/st_marys_ca_gaels,/ncaa_baseball/st_marys_ca_gaels
Stony Brook Seawolves,team://ncaa_baseball/stony_brook_seawolves,/ncaa_baseball/stony_brook_seawolves
St Peters Peacocks,team://ncaa_baseball/st_peters_peacocks,/ncaa_baseball/st_peters_peacocks
TCU Horned Frogs,team://ncaa_baseball/tcu_horned_frogs,/ncaa_baseball/tcu_horned_frogs
Temple Owls,team://ncaa_baseball/temple_owls,/ncaa_baseball/temple_owls
Tennessee Tech Golden Eagles,team://ncaa_baseball/tennessee_tech_golden_eagles,/ncaa_baseball/tennessee_tech_golden_eagles
Tennessee Volunteers,team://ncaa_baseball/tennessee_volunteers,/ncaa_baseball/tennessee_volunteers
Texas A&M Aggies,team://ncaa_baseball/texas_am_aggies,/ncaa_baseball/texas_am_aggies
Texas A&M-Corpus Christi Islanders,team://ncaa_baseball/texas_am_corpus_christi_islanders,/ncaa_baseball/texas_am_corpus_christi_islanders
Texas Arlington,team://ncaa_baseball/texas_arlington,/ncaa_baseball/texas_arlington
Texas Arlington Mavericks,team://ncaa_baseball/texas_arlington_mavericks,/ncaa_baseball/texas_arlington_mavericks
Texas Longhorns,team://ncaa_baseball/texas_longhorns,/ncaa_baseball/texas_longhorns
Texas-Pan American Broncs,team://ncaa_baseball/texas_pan_american_broncs,/ncaa_baseball/texas_pan_american_broncs
Texas Southern Tigers,team://ncaa_baseball/texas_southern_tigers,/ncaa_baseball/texas_southern_tigers
Texas State Bobcats,team://ncaa_baseball/texas_state_bobcats,/ncaa_baseball/texas_state_bobcats
Texas Tech Red Raiders,team://ncaa_baseball/texas_tech_red_raiders,/ncaa_baseball/texas_tech_red_raiders
The Citadel Bulldogs,team://ncaa_baseball/the_citadel_bulldogs,/ncaa_baseball/the_citadel_bulldogs
Toledo Rockets,team://ncaa_baseball/toledo_rockets,/ncaa_baseball/toledo_rockets
Towson Tigers,team://ncaa_baseball/towson_tigers,/ncaa_baseball/towson_tigers
Troy St,team://ncaa_baseball/troy_st,/ncaa_baseball/troy_st,
Troy Trojans,team://ncaa_baseball/troy_trojans,/ncaa_baseball/troy_trojans,
Tulane Green Wave,team://ncaa_baseball/tulane_green_wave,/ncaa_baseball/tulane_green_wave,
UAB Blazers,team://ncaa_baseball/uab_blazers,/ncaa_baseball/uab_blazers,
UALR,team://ncaa_baseball/ualr,/ncaa_baseball/ualr,
UC Davis Aggies,team://ncaa_baseball/uc_davis_aggies,/ncaa_baseball/uc_davis_aggies,
UCF Knights,team://ncaa_baseball/ucf_knights,/ncaa_baseball/ucf_knights,
UC Irvine Anteaters,team://ncaa_baseball/uc_irvine_anteaters,/ncaa_baseball/uc_irvine_anteaters,
UCLA Bruins,team://ncaa_baseball/ucla_bruins,/ncaa_baseball/ucla_bruins,
UC Riverside Highlanders,team://ncaa_baseball/uc_riverside_highlanders,/ncaa_baseball/uc_riverside_highlanders,
UC Santa Barbara Gauchos,team://ncaa_baseball/uc_santa_barbara_gauchos,/ncaa_baseball/uc_santa_barbara_gauchos,
UMBC Retrievers,team://ncaa_baseball/umbc_retrievers,/ncaa_baseball/umbc_retrievers,
UNC Asheville Bulldogs,team://ncaa_baseball/unc_asheville_bulldogs,/ncaa_baseball/unc_asheville_bulldogs,
UNC Greensboro Spartans,team://ncaa_baseball/unc_greensboro_spartans,/ncaa_baseball/unc_greensboro_spartans,
UNC Wilmington Seahawks,team://ncaa_baseball/unc_wilmington_seahawks,/ncaa_baseball/unc_wilmington_seahawks,
University of Louisiana, Lafayette Ragin' Cajuns,team://ncaa_baseball/university_of_louisiana_lafayette_ragin_cajuns,/ncaa_baseball/university_of_louisiana_lafayette_ragin_cajuns
University of Louisiana-Monroe Warhawks,team://ncaa_baseball/university_of_louisiana_monroe_warhawks,/ncaa_baseball/university_of_louisiana_monroe_warhawks
University of Maryland-Eastern Shore Hawks,team://ncaa_baseball/university_of_maryland_eastern_shore_hawks,/ncaa_baseball/university_of_maryland_eastern_shore_hawks
University of Tennessee-Martin Skyhawks,team://ncaa_baseball/university_of_tennessee_martin_skyhawks,/ncaa_baseball/university_of_tennessee_martin_skyhawks
UNLV Runnin' Rebels,team://ncaa_baseball/unlv_runnin_rebels,/ncaa_baseball/unlv_runnin_rebels
USC Trojans,team://ncaa_baseball/usc_trojans,/ncaa_baseball/usc_trojans
USC Upstate Spartans,team://ncaa_baseball/usc_upstate_spartans,/ncaa_baseball/usc_upstate_spartans
Utah Utes,team://ncaa_baseball/utah_utes,/ncaa_baseball/utah_utes
Utah Valley St Wolverines,team://ncaa_baseball/utah_valley_st_wolverines,/ncaa_baseball/utah_valley_st_wolverines
UT San Antonio Roadrunners,team://ncaa_baseball/ut_san_antonio_roadrunners,/ncaa_baseball/ut_san_antonio_roadrunners
Valparaiso Crusaders,team://ncaa_baseball/valparaiso_crusaders,/ncaa_baseball/valparaiso_crusaders
Vanderbilt Commodores,team://ncaa_baseball/vanderbilt_commodores,/ncaa_baseball/vanderbilt_commodores
Vermont Catamounts,team://ncaa_baseball/vermont_catamounts,/ncaa_baseball/vermont_catamounts
Villanova Wildcats,team://ncaa_baseball/villanova_wildcats,/ncaa_baseball/villanova_wildcats
Virginia Cavaliers,team://ncaa_baseball/virginia_cavaliers,/ncaa_baseball/virginia_cavaliers
Virginia Commonwealth Rams,team://ncaa_baseball/virginia_commonwealth_rams,/ncaa_baseball/virginia_commonwealth_rams
Virginia Military Institute Keydets,team://ncaa_baseball/virginia_military_institute_keydets,/ncaa_baseball/virginia_military_institute_keydets
Virginia Tech Hokies,team://ncaa_baseball/virginia_tech_hokies,/ncaa_baseball/virginia_tech_hokies
Wagner Seahawks,team://ncaa_baseball/wagner_seahawks,/ncaa_baseball/wagner_seahawks
Wake Forest Demon Deacons,team://ncaa_baseball/wake_forest_demon_deacons,/ncaa_baseball/wake_forest_demon_deacons
Washington Huskies,team://ncaa_baseball/washington_huskies,/ncaa_baseball/washington_huskies
Washington St Cougars,team://ncaa_baseball/washington_st_cougars,/ncaa_baseball/washington_st_cougars
Wayne St NE Wildcats,team://ncaa_baseball/wayne_st_ne_wildcats,/ncaa_baseball/wayne_st_ne_wildcats
Western Carolina Catamounts,team://ncaa_baseball/western_carolina_catamounts,/ncaa_baseball/western_carolina_catamounts
Western Illinois Leathernecks,team://ncaa_baseball/western_illinois_leathernecks,/ncaa_baseball/western_illinois_leathernecks
Western Kentucky University Hilltoppers,team://ncaa_baseball/western_kentucky_university_hilltoppers,/ncaa_baseball/western_kentucky_university_hilltoppers
Western Michigan Broncos,team://ncaa_baseball/western_michigan_broncos,/ncaa_baseball/western_michigan_broncos
West Virginia Mountaineers,team://ncaa_baseball/west_virginia_mountaineers,/ncaa_baseball/west_virginia_mountaineers
Wichita St Shockers,team://ncaa_baseball/wichita_st_shockers,/ncaa_baseball/wichita_st_shockers
William & Mary,team://ncaa_baseball/william_mary,/ncaa_baseball/william_mary
William & Mary Tribe,team://ncaa_baseball/william_mary_tribe,/ncaa_baseball/william_mary_tribe
William Woods,team://ncaa_baseball/william_woods,/ncaa_baseball/william_woods
William Woods Owls,team://ncaa_baseball/william_woods_owls,/ncaa_baseball/william_woods_owls
Winthrop Eagles,team://ncaa_baseball/winthrop_eagles,/ncaa_baseball/winthrop_eagles
Wisconsin-Milwaukee Panthers,team://ncaa_baseball/wisconsin_milwaukee_panthers,/ncaa_baseball/wisconsin_milwaukee_panthers
Wofford Terriers,team://ncaa_baseball/wofford_terriers,/ncaa_baseball/wofford_terriers
Wright St Raiders,team://ncaa_baseball/wright_st_raiders,/ncaa_baseball/wright_st_raiders
Xavier Musketeers,team://ncaa_baseball/xavier_musketeers,/ncaa_baseball/xavier_musketeers
Yale Elis,team://ncaa_baseball/yale_elis,/ncaa_baseball/yale_elis
Youngstown St Penguins,team://ncaa_baseball/youngstown_st_penguins,/ncaa_baseball/youngstown_st_penguins
Abilene Christian Wildcats,team://ncaa_basketball/abilene_christian_wildcats,/ncaa_basketball/abilene_christian_wildcats
Academy Of Art,team://ncaa_basketball/academy_of_art,/ncaa_basketball/academy_of_art
Adams St Grizzlies,team://ncaa_basketball/adams_st_grizzlies,/ncaa_basketball/adams_st_grizzlies
Adelphi Panthers,team://ncaa_basketball/adelphi_panthers,/ncaa_basketball/adelphi_panthers
Adrian Bulldogs,team://ncaa_basketball/adrian_bulldogs,/ncaa_basketball/adrian_bulldogs
Air Force Falcons,team://ncaa_basketball/air_force_falcons,/ncaa_basketball/air_force_falcons
Akron Zips,team://ncaa_basketball/akron_zips,/ncaa_basketball/akron_zips
Alabama A&M Bulldogs,team://ncaa_basketball/alabama_am_bulldogs,/ncaa_basketball/alabama_am_bulldogs
Alabama Crimson Tide,team://ncaa_basketball/alabama_crimson_tide,/ncaa_basketball/alabama_crimson_tide
Alabama Huntsville Chargers,team://ncaa_basketball/alabama_huntsville_chargers,/ncaa_basketball/alabama_huntsville_chargers
Alabama St Hornets,team://ncaa_basketball/alabama_st_hornets,/ncaa_basketball/alabama_st_hornets
Albany Great Danes,team://ncaa_basketball/albany_great_danes,/ncaa_basketball/albany_great_danes
Albany St GA Golden Rams,team://ncaa_basketball/albany_st_ga_golden_rams,/ncaa_basketball/albany_st_ga_golden_rams
Albertson Coyotes,team://ncaa_basketball/albertson_coyotes,/ncaa_basketball/albertson_coyotes
Albion Britons,team://ncaa_basketball/albion_britons,/ncaa_basketball/albion_britons
Albright Lions,team://ncaa_basketball/albright_lions,/ncaa_basketball/albright_lions
Alcorn St Braves,team://ncaa_basketball/alcorn_st_braves,/ncaa_basketball/alcorn_st_braves
Alderson Brodus Battlers,team://ncaa_basketball/alderson_brodus_battlers,/ncaa_basketball/alderson_brodus_battlers
Alfred Saxons,team://ncaa_basketball/alfred_saxons,/ncaa_basketball/alfred_saxons
Alice Lloyd Eagles,team://ncaa_basketball/alice_lloyd_eagles,/ncaa_basketball/alice_lloyd_eagles
Allegheny Gators,team://ncaa_basketball/allegheny_gators,/ncaa_basketball/allegheny_gators
Allentown,team://ncaa_basketball/allentown,/ncaa_basketball/allentown
Allen University Yellow Jackets,team://ncaa_basketball/allen_university_yellow_jackets,/ncaa_basketball/allen_university_yellow_jackets
Alma Scots,team://ncaa_basketball/alma_scots,/ncaa_basketball/alma_scots
Alvernia Crusaders,team://ncaa_basketball/alvernia_crusaders,/ncaa_basketball/alvernia_crusaders
American International Yellow Jackets,team://ncaa_basketball/american_international_yellow_jackets,/ncaa_basketball/american_international_yellow_jackets
American University Eagles,team://ncaa_basketball/american_university_eagles,/ncaa_basketball/american_university_eagles
Amherst Lord Jeffs,team://ncaa_basketball/amherst_lord_jeffs,/ncaa_basketball/amherst_lord_jeffs
Anchorage Seawolves,team://ncaa_basketball/anchorage_seawolves,/ncaa_basketball/anchorage_seawolves
Anderson IN Ravens,team://ncaa_basketball/anderson_in_ravens,/ncaa_basketball/anderson_in_ravens
Anderson SC Trojans,team://ncaa_basketball/anderson_sc_trojans,/ncaa_basketball/anderson_sc_trojans
Angelo St Rams,team://ncaa_basketball/angelo_st_rams,/ncaa_basketball/angelo_st_rams
Appalachian St Mountaineers,team://ncaa_basketball/appalachian_st_mountaineers,/ncaa_basketball/appalachian_st_mountaineers
Apprentice,team://ncaa_basketball/apprentice,/ncaa_basketball/apprentice
Aquinas Saints,team://ncaa_basketball/aquinas_saints,/ncaa_basketball/aquinas_saints
Arizona St Sun Devils,team://ncaa_basketball/arizona_st_sun_devils,/ncaa_basketball/arizona_st_sun_devils
Arizona Wildcats,team://ncaa_basketball/arizona_wildcats,/ncaa_basketball/arizona_wildcats
Arkansas Baptist,team://ncaa_basketball/arkansas_baptist,/ncaa_basketball/arkansas_baptist
Arkansas College,team://ncaa_basketball/arkansas_college,/ncaa_basketball/arkansas_college
Arkansas-Little Rock Trojans,team://ncaa_basketball/arkansas_little_rock_trojans,/ncaa_basketball/arkansas_little_rock_trojans
Arkansas Monticello Boll Weevils,team://ncaa_basketball/arkansas_monticello_boll_weevils,/ncaa_basketball/arkansas_monticello_boll_weevils
Arkansas-Pine Bluff Golden Lions,team://ncaa_basketball/arkansas_pine_bluff_golden_lions,/ncaa_basketball/arkansas_pine_bluff_golden_lions
Arkansas Razorbacks,team://ncaa_basketball/arkansas_razorbacks,/ncaa_basketball/arkansas_razorbacks
Arkansas St Red Wolves,team://ncaa_basketball/arkansas_st_red_wolves,/ncaa_basketball/arkansas_st_red_wolves
Arkansas Tech Golden Suns,team://ncaa_basketball/arkansas_tech_golden_suns,/ncaa_basketball/arkansas_tech_golden_suns
Armstrong St Pirates,team://ncaa_basketball/armstrong_st_pirates,/ncaa_basketball/armstrong_st_pirates
Army Black Knights,team://ncaa_basketball/army_black_knights,/ncaa_basketball/army_black_knights
Asbury Eagles,team://ncaa_basketball/asbury_eagles,/ncaa_basketball/asbury_eagles
Ashland Eagles,team://ncaa_basketball/ashland_eagles,/ncaa_basketball/ashland_eagles
Assumption Greyhounds,team://ncaa_basketball/assumption_greyhounds,/ncaa_basketball/assumption_greyhounds
Athens State Bears,team://ncaa_basketball/athens_state_bears,/ncaa_basketball/athens_state_bears
Atlanta Christian Chargers,team://ncaa_basketball/atlanta_christian_chargers,/ncaa_basketball/atlanta_christian_chargers
Auburn Montgomery Senators,team://ncaa_basketball/auburn_montgomery_senators,/ncaa_basketball/auburn_montgomery_senators
Auburn Tigers,team://ncaa_basketball/auburn_tigers,/ncaa_basketball/auburn_tigers
Augsburg Auggies,team://ncaa_basketball/augsburg_auggies,/ncaa_basketball/augsburg_auggies
Augusta Jaguars,team://ncaa_basketball/augusta_jaguars,/ncaa_basketball/augusta_jaguars
Augustana Illinois Vikings,team://ncaa_basketball/augustana_illinois_vikings,/ncaa_basketball/augustana_illinois_vikings
Augustana SD Vikings,team://ncaa_basketball/augustana_sd_vikings,/ncaa_basketball/augustana_sd_vikings
Aupr,team://ncaa_basketball/aupr,/ncaa_basketball/aupr
Aurora Spartans,team://ncaa_basketball/aurora_spartans,/ncaa_basketball/aurora_spartans
Austin Kangaroos,team://ncaa_basketball/austin_kangaroos,/ncaa_basketball/austin_kangaroos
Austin Peay Governors,team://ncaa_basketball/austin_peay_governors,/ncaa_basketball/austin_peay_governors
Averett Cougars,team://ncaa_basketball/averett_cougars,/ncaa_basketball/averett_cougars
Avila College Eagles,team://ncaa_basketball/avila_college_eagles,/ncaa_basketball/avila_college_eagles
Azusa Pacific Cougars,team://ncaa_basketball/azusa_pacific_cougars,/ncaa_basketball/azusa_pacific_cougars
Babson Beavers,team://ncaa_basketball/babson_beavers,/ncaa_basketball/babson_beavers
Bacone Warriors,team://ncaa_basketball/bacone_warriors,/ncaa_basketball/bacone_warriors
Baker Wildcats,team://ncaa_basketball/baker_wildcats,/ncaa_basketball/baker_wildcats
Baldwin Wallace Yellow Jackets,team://ncaa_basketball/baldwin_wallace_yellow_jackets,/ncaa_basketball/baldwin_wallace_yellow_jackets
Ball St Cardinals,team://ncaa_basketball/ball_st_cardinals,/ncaa_basketball/ball_st_cardinals
Baptist Bible Patriots,team://ncaa_basketball/baptist_bible_patriots,/ncaa_basketball/baptist_bible_patriots
Barat,team://ncaa_basketball/barat,/ncaa_basketball/barat
Barry Buccaneers,team://ncaa_basketball/barry_buccaneers,/ncaa_basketball/barry_buccaneers
Barton Bulldogs,team://ncaa_basketball/barton_bulldogs,/ncaa_basketball/barton_bulldogs
Baylor Bears,team://ncaa_basketball/baylor_bears,/ncaa_basketball/baylor_bears
Bay Ridge,team://ncaa_basketball/bay_ridge,/ncaa_basketball/bay_ridge
Belhaven Blazers,team://ncaa_basketball/belhaven_blazers,/ncaa_basketball/belhaven_blazers
Bellarmine Knights,team://ncaa_basketball/bellarmine_knights,/ncaa_basketball/bellarmine_knights
Bellevue University Bruins,team://ncaa_basketball/bellevue_university_bruins,/ncaa_basketball/bellevue_university_bruins
Belmont Abbey Crusaders,team://ncaa_basketball/belmont_abbey_crusaders,/ncaa_basketball/belmont_abbey_crusaders
Belmont Bruins,team://ncaa_basketball/belmont_bruins,/ncaa_basketball/belmont_bruins
Bemidji St Beavers,team://ncaa_basketball/bemidji_st_beavers,/ncaa_basketball/bemidji_st_beavers
Benedict Col Tigers,team://ncaa_basketball/benedict_col_tigers,/ncaa_basketball/benedict_col_tigers
Benedictine,team://ncaa_basketball/benedictine,/ncaa_basketball/benedictine
Bentley Falcons,team://ncaa_basketball/bentley_falcons,/ncaa_basketball/bentley_falcons
Berea College Mountaineers,team://ncaa_basketball/berea_college_mountaineers,/ncaa_basketball/berea_college_mountaineers
Berry College Vikings,team://ncaa_basketball/berry_college_vikings,/ncaa_basketball/berry_college_vikings
Bethany CA Bruins,team://ncaa_basketball/bethany_ca_bruins,/ncaa_basketball/bethany_ca_bruins
Bethany KS Swedes,team://ncaa_basketball/bethany_ks_swedes,/ncaa_basketball/bethany_ks_swedes
Bethany WV Bison,team://ncaa_basketball/bethany_wv_bison,/ncaa_basketball/bethany_wv_bison
Bethel KS Threshers,team://ncaa_basketball/bethel_ks_threshers,/ncaa_basketball/bethel_ks_threshers
Bethel MN Royals,team://ncaa_basketball/bethel_mn_royals,/ncaa_basketball/bethel_mn_royals
Bethel TN Wildcats,team://ncaa_basketball/bethel_tn_wildcats,/ncaa_basketball/bethel_tn_wildcats
Bethune Cookman Wildcats,team://ncaa_basketball/bethune_cookman_wildcats,/ncaa_basketball/bethune_cookman_wildcats
Binghamton Bearcats,team://ncaa_basketball/binghamton_bearcats,/ncaa_basketball/binghamton_bearcats
Biola Eagles,team://ncaa_basketball/biola_eagles,/ncaa_basketball/biola_eagles
Blackburn Battlin' Beavers,team://ncaa_basketball/blackburn_battlin_beavers,/ncaa_basketball/blackburn_battlin_beavers
Black Hills St Yellow Jackets,team://ncaa_basketball/black_hills_st_yellow_jackets,/ncaa_basketball/black_hills_st_yellow_jackets
Bloomfield Deacons,team://ncaa_basketball/bloomfield_deacons,/ncaa_basketball/bloomfield_deacons
Bloomsburg Huskies,team://ncaa_basketball/bloomsburg_huskies,/ncaa_basketball/bloomsburg_huskies
Bluefield College Ramblin' Rams,team://ncaa_basketball/bluefield_college_ramblin_rams,/ncaa_basketball/bluefield_college_ramblin_rams
Bluefield St Big Blues,team://ncaa_basketball/bluefield_st_big_blues,/ncaa_basketball/bluefield_st_big_blues
Blue Mountain Toppers,team://ncaa_basketball/blue_mountain_toppers,/ncaa_basketball/blue_mountain_toppers
Bluffton Beavers,team://ncaa_basketball/bluffton_beavers,/ncaa_basketball/bluffton_beavers
Boise St Broncos,team://ncaa_basketball/boise_st_broncos,/ncaa_basketball/boise_st_broncos
Boston College Eagles,team://ncaa_basketball/boston_college_eagles,/ncaa_basketball/boston_college_eagles
Boston University Terriers,team://ncaa_basketball/boston_university_terriers,/ncaa_basketball/boston_university_terriers
Bowdoin Polar Bears,team://ncaa_basketball/bowdoin_polar_bears,/ncaa_basketball/bowdoin_polar_bears
Bowie St Bulldogs,team://ncaa_basketball/bowie_st_bulldogs,/ncaa_basketball/bowie_st_bulldogs
Bowling Green Falcons,team://ncaa_basketball/bowling_green_falcons,/ncaa_basketball/bowling_green_falcons
Bradley Braves,team://ncaa_basketball/bradley_braves,/ncaa_basketball/bradley_braves
Brandeis Judges,team://ncaa_basketball/brandeis_judges,/ncaa_basketball/brandeis_judges
Brandon,team://ncaa_basketball/brandon,/ncaa_basketball/brandon
Brescia Bearcats,team://ncaa_basketball/brescia_bearcats,/ncaa_basketball/brescia_bearcats
Brevard Tornadoes,team://ncaa_basketball/brevard_tornadoes,/ncaa_basketball/brevard_tornadoes
Brewton Parker Barons,team://ncaa_basketball/brewton_parker_barons,/ncaa_basketball/brewton_parker_barons
Briar Cliff Chargers,team://ncaa_basketball/briar_cliff_chargers,/ncaa_basketball/briar_cliff_chargers
Bridgeport Purple Knights,team://ncaa_basketball/bridgeport_purple_knights,/ncaa_basketball/bridgeport_purple_knights
Bridgewater MA Bears,team://ncaa_basketball/bridgewater_ma_bears,/ncaa_basketball/bridgewater_ma_bears
Bridgewater VA Eagles,team://ncaa_basketball/bridgewater_va_eagles,/ncaa_basketball/bridgewater_va_eagles
Brockport St,team://ncaa_basketball/brockport_st,/ncaa_basketball/brockport_st
Brown Bears,team://ncaa_basketball/brown_bears,/ncaa_basketball/brown_bears
Bryan Lions,team://ncaa_basketball/bryan_lions,/ncaa_basketball/bryan_lions
Bryant Bulldogs,team://ncaa_basketball/bryant_bulldogs,/ncaa_basketball/bryant_bulldogs
Bucknell Bison,team://ncaa_basketball/bucknell_bison,/ncaa_basketball/bucknell_bison
Buena Vista Beavers,team://ncaa_basketball/buena_vista_beavers,/ncaa_basketball/buena_vista_beavers
Buffalo Bulls,team://ncaa_basketball/buffalo_bulls,/ncaa_basketball/buffalo_bulls
Buffalo St,team://ncaa_basketball/buffalo_st,/ncaa_basketball/buffalo_st
Butler Bulldogs,team://ncaa_basketball/butler_bulldogs,/ncaa_basketball/butler_bulldogs
BYU Cougars,team://ncaa_basketball/byu_cougars,/ncaa_basketball/byu_cougars
BYU Hawaii Seasiders,team://ncaa_basketball/byu_hawaii_seasiders,/ncaa_basketball/byu_hawaii_seasiders
CA Baptist Lancers,team://ncaa_basketball/ca_baptist_lancers,/ncaa_basketball/ca_baptist_lancers
Cabrini Cavaliers,team://ncaa_basketball/cabrini_cavaliers,/ncaa_basketball/cabrini_cavaliers
Caldwell College Cougars,team://ncaa_basketball/caldwell_college_cougars,/ncaa_basketball/caldwell_college_cougars
Calgary,team://ncaa_basketball/calgary,/ncaa_basketball/calgary
Cal Golden Bears,team://ncaa_basketball/cal_golden_bears,/ncaa_basketball/cal_golden_bears
California PA Vulcans,team://ncaa_basketball/california_pa_vulcans,/ncaa_basketball/california_pa_vulcans
Cal Monterey Bay Otters,team://ncaa_basketball/cal_monterey_bay_otters,/ncaa_basketball/cal_monterey_bay_otters
Cal Poly Mustangs,team://ncaa_basketball/cal_poly_mustangs,/ncaa_basketball/cal_poly_mustangs
Cal Poly Pomona Broncos,team://ncaa_basketball/cal_poly_pomona_broncos,/ncaa_basketball/cal_poly_pomona_broncos
Cal State Bakersfield Roadrunners,team://ncaa_basketball/cal_state_bakersfield_roadrunners,/ncaa_basketball/cal_state_bakersfield_roadrunners
Cal State Dominguez Hills Toros,team://ncaa_basketball/cal_state_dominguez_hills_toros,/ncaa_basketball/cal_state_dominguez_hills_toros
Cal State Fullerton Titans,team://ncaa_basketball/cal_state_fullerton_titans,/ncaa_basketball/cal_state_fullerton_titans
Cal State Hayward Pioneers,team://ncaa_basketball/cal_state_hayward_pioneers,/ncaa_basketball/cal_state_hayward_pioneers
Cal State Northridge Matadors,team://ncaa_basketball/cal_state_northridge_matadors,/ncaa_basketball/cal_state_northridge_matadors
Cal St LA Golden Eagles,team://ncaa_basketball/cal_st_la_golden_eagles,/ncaa_basketball/cal_st_la_golden_eagles
Calument College,team://ncaa_basketball/calument_college,/ncaa_basketball/calument_college
CA Lutheran Kingsmen,team://ncaa_basketball/ca_lutheran_kingsmen,/ncaa_basketball/ca_lutheran_kingsmen
CA Maritime Keelhaulers,team://ncaa_basketball/ca_maritime_keelhaulers,/ncaa_basketball/ca_maritime_keelhaulers
Cameron Aggies,team://ncaa_basketball/cameron_aggies,/ncaa_basketball/cameron_aggies
Campbell Camels,team://ncaa_basketball/campbell_camels,/ncaa_basketball/campbell_camels
Campbellsville Tigers,team://ncaa_basketball/campbellsville_tigers,/ncaa_basketball/campbellsville_tigers
Canisius Golden Griffins,team://ncaa_basketball/canisius_golden_griffins,/ncaa_basketball/canisius_golden_griffins
Capital Crusaders,team://ncaa_basketball/capital_crusaders,/ncaa_basketball/capital_crusaders
Cardinal Stritch Wolves,team://ncaa_basketball/cardinal_stritch_wolves,/ncaa_basketball/cardinal_stritch_wolves
Carleton Knights,team://ncaa_basketball/carleton_knights,/ncaa_basketball/carleton_knights
Carnegie Mellon Tartans,team://ncaa_basketball/carnegie_mellon_tartans,/ncaa_basketball/carnegie_mellon_tartans
Carroll MT Saints,team://ncaa_basketball/carroll_mt_saints,/ncaa_basketball/carroll_mt_saints
Carroll WI Pioneers,team://ncaa_basketball/carroll_wi_pioneers,/ncaa_basketball/carroll_wi_pioneers
Carson Newman Eagles,team://ncaa_basketball/carson_newman_eagles,/ncaa_basketball/carson_newman_eagles
Carthage Red Men,team://ncaa_basketball/carthage_red_men,/ncaa_basketball/carthage_red_men
Carver Bible,team://ncaa_basketball/carver_bible,/ncaa_basketball/carver_bible
Cascade Thunderbirds,team://ncaa_basketball/cascade_thunderbirds,/ncaa_basketball/cascade_thunderbirds
Castleton St Spartans,team://ncaa_basketball/castleton_st_spartans,/ncaa_basketball/castleton_st_spartans
Catawba Indians,team://ncaa_basketball/catawba_indians,/ncaa_basketball/catawba_indians
